시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,계약년월,계약일,지분구분,건축년도
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,84.72, ,7500,3,201905,3, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,제2종근린생활,25m미만,201.17, ,17500,4,201905,5, ,1997
대전광역시 대덕구 대화동,집합,3*,대화로,제3종일반주거,제1종근린생활,25m미만,33.33, ,6000,1,201906,9, ,1987
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.93, ,3500,2,201906,21, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27, ,9000,1,201906,21, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27, ,9000,1,201906,21, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.93, ,3500,2,201906,21, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,21.12, ,3800,1,201906,28, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,65.06, ,1836,3,201907,1, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,81.15, ,6300,3,201907,1, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,128.3, ,3051,4,201907,1, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,17.33, ,6300,1,201907,1, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,22.85, ,3500,3,201907,22, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,22.85, ,3500,2,201907,22, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,7000,1,201907,22, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,7000,1,201907,22, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,22.85, ,3500,2,201907,22, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,22.85, ,3500,3,201907,22, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27.06, ,18400,1,201908,19, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,4600,2,201908,19, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,115.82, ,14500,,201908,30, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,94.25, ,8500,4,201909,16, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,제1종근린생활,25m미만,52, ,29500,,201909,21, ,2001
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,제2종근린생활,25m미만,44.8, ,7000,,201909,21, ,2001
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.93, ,3500,2,201909,26, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27, ,9000,1,201909,26, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,168.05, ,18000,3,201909,30, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,5800,,201910,4, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,22.85, ,3500,,201910,4, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,업무,25m미만,22.85, ,3500,,201910,4, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,6600,1,201911,4, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,3500,3,201911,15, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,8500,1,201911,15, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,3500,2,201911,15, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,7000,1,201912,5, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.51, ,3300,2,201912,5, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27.63, ,7500,1,201912,24, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,25.1, ,7500,2,201912,24, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.51, ,3300,2,202001,9, ,1997
대전광역시 대덕구 대화동,일반,3*,동심1길,제2종일반주거,제1종근린생활,8m미만,114.13,109.00,15900,,202001,9, ,1991
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.38, ,7000,1,202001,9, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27, ,8900,1,202001,13, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.93, ,3700,2,202001,13, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27.06, ,10000,1,202003,2, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,10000,2,202003,2, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,10000,2,202003,2, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,27.06, ,10000,1,202003,2, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,6800,1,202003,6, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,3000,2,202003,6, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,3300,3,202003,16, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,22.85, ,3500,2,202003,16, ,1997
대전광역시 대덕구 대화동,집합,2**,대화로,일반공업,판매,25m미만,24.75, ,6850,1,202003,16, ,1997
대전광역시 대덕구 덕암동,일반,3*,덕암북로104번길,제2종일반주거,제2종근린생활,12m미만,181.17,214.00,38750,,201906,14, ,2019
대전광역시 대덕구 덕암동,일반,4*,덕암북로104번길,제2종일반주거,기타,12m미만,1333.27,603.90,117500,,201908,6, ,1992
대전광역시 대덕구 덕암동,일반,*,덕암로265번길,제2종일반주거,제2종근린생활,12m미만,147.07,251.80,60000,,201908,14, ,2003
대전광역시 대덕구 덕암동,일반,2*,덕암북로4번길,제2종일반주거,제2종근린생활,12m미만,121.05,202.00,30000,,201910,9, ,2019
대전광역시 대덕구 덕암동,일반,2*,덕암북로22번길,제2종일반주거,기타,12m미만,598.87,491.30,91000,,201912,11, ,1995
대전광역시 대덕구 목상동,일반,8**,대덕대로1486번길,제2종일반주거,제2종근린생활,25m미만,315.96,203.80,46000,,201907,25, ,2001
대전광역시 대덕구 법동,집합,2**,계족로663번길,제2종일반주거,제2종근린생활,25m미만,55.5, ,10200,2,201909,25, ,1987
대전광역시 대덕구 법동,집합,3**,아리랑로,제3종일반주거,판매,25m이상,19.5, ,3400,1,201910,1, ,1990
대전광역시 대덕구 비래동,일반,5**,비래서로10번길,제2종일반주거,제2종근린생활,12m미만,337.36,225.00,65000,,201908,2, ,2019
대전광역시 대덕구 비래동,일반,5**,비래서로10번길,제2종일반주거,기타,12m미만,1079.88,550.10,157500,,201911,29, ,2009
대전광역시 대덕구 비래동,일반,1**,비래서로,제2종일반주거,업무,25m미만,21,3.74,900,,202002,14, ,1994
대전광역시 대덕구 비래동,일반,1**,비래서로,제2종일반주거,업무,25m미만,21,3.74,900,,202002,14, ,1994
대전광역시 대덕구 비래동,일반,1**,비래서로,제2종일반주거,업무,25m미만,65,11.58,3000,,202002,17, ,1994
대전광역시 대덕구 비래동,일반,1**,비래서로,제2종일반주거,제1종근린생활,25m미만,32.26,5.75,1800,,202002,27, ,1994
대전광역시 대덕구 상서동,일반,2**,덕암로,제2종일반주거,제2종근린생활,12m미만,197.5,285.00,60000,,201909,17, ,2019
대전광역시 대덕구 상서동,일반,1**,신탄진로583번길,자연녹지,제2종근린생활,12m미만,182.07,306.00,45500,,201911,7, ,2014
대전광역시 대덕구 상서동,일반,3**,새말2길,일반공업,제2종근린생활,12m미만,297.16,323.20,50000,,201911,18, ,2008
대전광역시 대덕구 상서동,일반,2**,덕암로,제2종일반주거,제2종근린생활,12m미만,199.44,269.10,54000,,202003,9, ,2019
대전광역시 대덕구 석봉동,일반,1**,석봉북로,일반상업,제1종근린생활,12m미만,495.19,199.00,36000,,201906,24, ,1990
대전광역시 대덕구 석봉동,일반,1**,석봉로,제2종일반주거,제1종근린생활,25m미만,293.76,247.60,47000,,201910,31, ,2008
대전광역시 대덕구 석봉동,집합,7**,대덕대로,제3종일반주거,제1종근린생활,25m이상,70, ,19000,2,201911,22, ,2012
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,판매,25m미만,9.01, ,3500,2,201905,15, ,2003
대전광역시 대덕구 송촌동,집합,4**,계족산로81번길,근린상업,교육연구,25m미만,245.02, ,29000,7,201905,22, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로,제2종일반주거,제1종근린생활,25m미만,20.28, ,9000,1,201905,24, ,2000
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,판매,25m미만,15.66, ,5300,2,201906,10, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,판매,25m미만,10.4, ,4900,1,201906,10, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,제1종근린생활,25m미만,6.89, ,3300,2,201906,29, ,2003
대전광역시 대덕구 송촌동,일반,4**,동춘당로52번길,제2종일반주거,제2종근린생활,12m미만,311.27,181.60,43000,,201907,9, ,1999
대전광역시 대덕구 송촌동,집합,4**,동춘당로126번길,근린상업,교육연구,25m미만,129.08, ,18000,2,201907,18, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,판매,25m미만,20.93, ,19500,1,201907,31, ,2003
대전광역시 대덕구 송촌동,집합,4**,송촌북로16번길,제2종일반주거,기타,25m미만,178.24, ,8000,,201908,22, ,1999
대전광역시 대덕구 송촌동,집합,4**,송촌북로16번길,제2종일반주거,제2종근린생활,25m미만,236.29, ,19200,,201908,22, ,1999
대전광역시 대덕구 송촌동,일반,5**,동춘당로15번길,제2종일반주거,제2종근린생활,25m미만,413.68,186.90,62000,,201908,26, ,1991
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,제2종근린생활,25m미만,167.14, ,22700,,201909,29, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로94번길,근린상업,제1종근린생활,25m미만,7.84, ,3400,1,201910,14, ,2004
대전광역시 대덕구 송촌동,집합,4**,-,제2종일반주거,제1종근린생활,25m미만,15.21, ,5000,,201911,3, ,2000
대전광역시 대덕구 송촌동,집합,4**,-,제2종일반주거,제1종근린생활,25m미만,15.21, ,5000,,201911,3, ,2000
대전광역시 대덕구 송촌동,집합,4**,-,제2종일반주거,제2종근린생활,25m미만,20.28, ,11600,1,201911,7, ,2000
대전광역시 대덕구 송촌동,집합,4**,-,제2종일반주거,제2종근린생활,25m미만,20.28, ,11500,1,201911,7, ,2000
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,판매,25m미만,9.01, ,4000,2,201911,22, ,2003
대전광역시 대덕구 송촌동,집합,4**,계족산로81번길,근린상업,제1종근린생활,25m미만,233.28, ,30000,4,201912,4, ,2001
대전광역시 대덕구 송촌동,집합,4**,계족산로81번길,근린상업,제2종근린생활,25m미만,224.19, ,33500,3,201912,8, ,2005
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,판매,25m미만,8.51, ,7400,1,201912,16, ,2003
대전광역시 대덕구 송촌동,일반,2**,동서대로1761번길,제2종일반주거,제2종근린생활,12m미만,236.25,203.43,33333,,201912,30, ,2003
대전광역시 대덕구 송촌동,일반,2**,동춘당로23번길,제1종일반주거,제2종근린생활,12m미만,162.51,184.50,28500,,202001,21, ,1999
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,교육연구,25m미만,190.32, ,20000,2,202001,23, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로114번길,근린상업,교육연구,25m미만,105.93, ,12000,4,202002,1, ,2003
대전광역시 대덕구 송촌동,집합,4**,동춘당로126번길,근린상업,제1종근린생활,25m미만,129.08, ,8000,5,202002,4, ,2003
대전광역시 대덕구 신대동,일반,3**,회덕로21번길,제1종일반주거,제2종근린생활,8m미만,100.45,172.54,14000,,201911,28, ,1996
대전광역시 대덕구 신대동,일반,3**,회덕로21번길,제1종일반주거,제2종근린생활,12m미만,72.02,955.00,56000,,201911,29, ,2005
대전광역시 대덕구 신대동,일반,3**,회덕로21번길,제1종일반주거,제2종근린생활,12m미만,72.02,955.00,56000,,201911,29, ,2005
대전광역시 대덕구 신대동,일반,3**,회덕로21번길,제1종일반주거,제2종근린생활,8m미만,100.45,172.54,14000,,202001,6, ,1996
대전광역시 대덕구 신일동,일반,5*,산업단지로,자연녹지,기타,25m이상,4709.75,9864.00,1556000,,201910,21, ,2003
대전광역시 대덕구 신탄진동,일반,1**,신탄진로810번길,일반상업,제1종근린생활,12m미만,484.16,290.10,70000,,201905,14, ,1995
대전광역시 대덕구 신탄진동,일반,1**,대덕대로1527번길,준주거,제1종근린생활,12m미만,1266.3,1788.80,250000,,201906,14, ,2014
대전광역시 대덕구 신탄진동,일반,1**,신탄진로834번길,일반상업,제1종근린생활,12m미만,306.05,237.40,40000,,201907,15, ,1981
대전광역시 대덕구 신탄진동,집합,1**,신탄진로,일반상업,제1종근린생활,25m이상,245.25, ,27000,3,201909,17, ,2001
대전광역시 대덕구 신탄진동,일반,1**,신탄진로,제3종일반주거,제1종근린생활,25m이상,414.78,190.00,38000,,202001,9, ,1986
대전광역시 대덕구 연축동,일반,3**,신탄진로,자연녹지,제2종근린생활,25m이상,1479.45,2763.00,355000,,201911,28, ,2018
대전광역시 대덕구 오정동,일반,3**,한남로150번길,제2종일반주거,제2종근린생활,25m미만,124.56,209.50,40000,,201905,9, ,1992
대전광역시 대덕구 오정동,일반,4**,한남로,준주거,제2종근린생활,25m미만,345.4,194.60,47000,,201905,16, ,1983
대전광역시 대덕구 오정동,일반,3**,한남로150번길,제2종일반주거,제2종근린생활,25m미만,245.1,420.00,96000,,201905,29, ,1998
대전광역시 대덕구 오정동,집합,6**,한밭대로1033번길,제3종일반주거,제2종근린생활,25m미만,50.4, ,4400,2,201906,12, ,1990
대전광역시 대덕구 오정동,일반,3**,대전로1087번길,제2종일반주거,제2종근린생활,12m미만,446.88,859.40,131500,,201906,12, ,2009
대전광역시 대덕구 오정동,일반,6*,대전로,제3종일반주거,제2종근린생활,25m이상,196.2,341.30,103000,,201906,19, ,1984
대전광역시 대덕구 오정동,일반,1**,한밭대로988번길,제2종일반주거,제1종근린생활,25m미만,138.08,234.10,50000,,201906,21, ,1992
대전광역시 대덕구 오정동,일반,8*,오정로78번길,제2종일반주거,제2종근린생활,12m미만,180.6,301.60,55000,,201907,5, ,2016
대전광역시 대덕구 오정동,일반,3**,오정로75번길,제2종일반주거,제2종근린생활,25m미만,241.72,426.90,85000,,201907,5, ,2003
대전광역시 대덕구 오정동,일반,4**,대전로,준주거,제1종근린생활,25m이상,314.1,373.20,122000,,201909,5, ,2019
대전광역시 대덕구 오정동,일반,4**,대전로,준주거,제1종근린생활,-,314.1,373.30,122000,,201909,5, ,2019
대전광역시 대덕구 오정동,일반,7*,오정로110번길,제2종일반주거,제1종근린생활,25m미만,238.8,710.60,141000,,201909,10, ,1991
대전광역시 대덕구 오정동,일반,1**,한밭대로988번길,제2종일반주거,제2종근린생활,12m미만,1354.29,567.00,120000,,201909,11, ,1992
대전광역시 대덕구 오정동,일반,2**,오정로78번길,제2종일반주거,제1종근린생활,25m미만,540.14,223.10,61000,,201910,8, ,1988
대전광역시 대덕구 오정동,일반,3**,오정로51번길,제2종일반주거,제2종근린생활,12m미만,90.89,194.40,34400,,201910,11, ,2017
대전광역시 대덕구 오정동,일반,3**,한남로150번길,제2종일반주거,제1종근린생활,25m미만,301.92,485.50,102600,,201910,25, ,1991
대전광역시 대덕구 오정동,일반,1**,한남로67번길,제2종일반주거,제2종근린생활,12m미만,1925.87,622.00,140000,,201911,6, ,1990
대전광역시 대덕구 오정동,일반,2**,오정로42번길,제2종일반주거,제2종근린생활,12m미만,83.16,232.30,40000,,201911,8, ,2002
대전광역시 대덕구 오정동,일반,4**,한남로137번길,준주거,제1종근린생활,25m미만,598.84,246.60,64000,,201911,15, ,1994
대전광역시 대덕구 오정동,일반,4**,한남로113번길,제2종일반주거,제1종근린생활,12m미만,299.73,410.00,73000,,201911,20, ,2018
대전광역시 대덕구 오정동,일반,3**,한남로,준주거,제2종근린생활,25m이상,296.7,158.10,72000,,201912,16, ,1994
대전광역시 대덕구 오정동,일반,6**,-,제3종일반주거,제1종근린생활,8m미만,171,466.00,46000,,201912,19, ,2014
대전광역시 대덕구 오정동,일반,3**,오정로99번길,제2종일반주거,제2종근린생활,12m미만,291.24,495.80,100000,,202001,21, ,1994
대전광역시 대덕구 오정동,일반,3**,오정로75번길,제2종일반주거,제2종근린생활,12m미만,99.36,168.60,36000,,202002,1, ,2018
대전광역시 대덕구 오정동,일반,6*,대전로1177번길,제3종일반주거,제1종근린생활,12m미만,375.28,189.60,42000,,202002,2, ,2004
대전광역시 대덕구 오정동,일반,4**,옛신탄진로167번길,제2종일반주거,제1종근린생활,12m미만,130.07,229.60,46000,,202002,14, ,2019
대전광역시 대덕구 오정동,일반,7**,대전천북로,제2종일반주거,제2종근린생활,25m미만,330.67,475.65,144000,,202002,17, ,1994
대전광역시 대덕구 오정동,일반,6**,대전로1177번길,제2종일반주거,제1종근린생활,12m미만,934.5,641.00,145000,,202002,22, ,2008
대전광역시 대덕구 오정동,일반,1**,옛신탄진로,제2종일반주거,업무,8m미만,67.14,382.50,21000,,202003,19, ,1993
대전광역시 대덕구 오정동,일반,8*,한밭대로988번길,제2종일반주거,제1종근린생활,12m미만,95.88,163.10,35000,,202003,28, ,1993
대전광역시 대덕구 오정동,일반,4**,한남로114번길,제3종일반주거,제2종근린생활,12m미만,64.8,231.40,34750,,202003,31, ,1992
대전광역시 대덕구 와동,일반,2**,신탄진로,자연녹지,제2종근린생활,8m미만,84,310.00,43200,,201908,5, ,2014
대전광역시 대덕구 용호동,일반,3*,대청로,개발제한구역,제2종근린생활,25m미만,291.91,432.00,100000,,201912,18, ,2009
대전광역시 대덕구 읍내동,일반,5*,아리랑로197번길,제2종일반주거,제2종근린생활,8m미만,96.42,700.00,109508,,201905,16, ,2011
대전광역시 대덕구 읍내동,집합,5*,계족로761번길,제3종일반주거,판매,25m이상,24.49, ,2850,1,201908,27, ,1991
대전광역시 대덕구 읍내동,일반,4**,아리랑로114번길,일반공업,제2종근린생활,8m미만,151.45,332.00,38500,,202001,8, ,1981
대전광역시 대덕구 읍내동,일반,3**,대전로1370번길,제2종일반주거,제2종근린생활,12m미만,118,210.00,22000,,202002,15, ,2004
대전광역시 대덕구 중리동,일반,2**,홍도로,제2종일반주거,제1종근린생활,25m미만,184.68,179.80,41500,,201908,20, ,1987
대전광역시 대덕구 중리동,일반,2**,한밭대로,제2종일반주거,제1종근린생활,25m이상,540.62,392.30,104000,,201910,4, ,1991
대전광역시 대덕구 중리동,일반,2**,청림길,제2종일반주거,제1종근린생활,12m미만,236.86,243.60,37000,,201910,26, ,1989
대전광역시 대덕구 중리동,일반,3**,중리로,제3종일반주거,제1종근린생활,25m미만,124.54,210.90,55000,,201911,15, ,1999
대전광역시 대덕구 중리동,일반,4**,한밭대로1149번길,근린상업,숙박,12m미만,1639.91,520.20,171600,,202001,17, ,1999
대전광역시 대덕구 중리동,집합,2**,한밭대로,제2종일반주거,제2종근린생활,25m이상,186.33, ,21000,,202001,21, ,2008
대전광역시 대덕구 중리동,집합,2**,한밭대로,제2종일반주거,제2종근린생활,25m이상,128.64, ,15100,,202001,21, ,2008
대전광역시 대덕구 중리동,집합,2**,한밭대로,제2종일반주거,제2종근린생활,25m이상,72.14, ,7900,,202001,21, ,2008
대전광역시 대덕구 중리동,집합,2**,한밭대로,제2종일반주거,제2종근린생활,25m이상,213.67, ,18000,,202001,21, ,2008
대전광역시 대덕구 중리동,일반,2**,홍도로,제2종일반주거,제1종근린생활,25m미만,205.35,366.90,87000,,202002,14, ,1994
대전광역시 대덕구 중리동,일반,4**,-,근린상업,숙박,12m미만,949.86,409.70,160000,,202002,25, ,1998
대전광역시 대덕구 평촌동,일반,5**,덕암로182번길,제2종일반주거,제2종근린생활,12m미만,96,170.00,19000,,201909,5, ,1990
대전광역시 대덕구 평촌동,일반,6*,평촌1길,일반공업,제2종근린생활,8m미만,416.68,429.00,31000,,201910,14, ,1992
대전광역시 대덕구 평촌동,일반,5**,덕암로148번안길,제2종일반주거,제1종근린생활,12m미만,135.64,271.30,35000,,201911,14, ,1997
대전광역시 대덕구 평촌동,일반,1**,무지니1길,일반공업,제2종근린생활,8m미만,560.1,506.00,51000,,201911,20, ,1992
대전광역시 동구 가양동,일반,3*,흥룡로71번길,제2종일반주거,제1종근린생활,12m미만,216.29,191.20,30000,,201905,14, ,1990
대전광역시 동구 가양동,일반,4**,동서대로,일반상업,제1종근린생활,25m이상,1859.76,3800.00,1570000,,201905,17, ,2009
대전광역시 동구 가양동,일반,4**,-,일반상업,제1종근린생활,25m이상,1228.2,3550.30,1430000,,201905,17, ,2015
대전광역시 동구 가양동,일반,2*,비래서로42번길,제2종일반주거,제1종근린생활,12m미만,98.75,183.40,40000,,201906,16, ,2015
대전광역시 동구 가양동,집합,2*,흥룡로37번길,제2종일반주거,제1종근린생활,12m미만,93.04, ,5000,,201906,18, ,1984
대전광역시 동구 가양동,일반,3*,비래서로42번길,제2종일반주거,제1종근린생활,12m미만,57.18,138.50,17000,,201906,29, ,2006
대전광역시 동구 가양동,일반,5**,계족로358번길,제3종일반주거,제2종근린생활,12m미만,60.14,58.00,6000,,201907,16, ,2006
대전광역시 동구 가양동,일반,4**,동대전로,제3종일반주거,제1종근린생활,25m이상,1847.88,1077.70,255000,,201908,28, ,1993
대전광역시 동구 가양동,일반,3**,계족로,제3종일반주거,제1종근린생활,25m이상,567.58,538.00,138500,,201909,17, ,2005
대전광역시 동구 가양동,일반,4**,합내로,제2종일반주거,제2종근린생활,25m미만,80.96,153.05,24750,,201910,2, ,2017
대전광역시 동구 가양동,일반,5**,우암로,제2종일반주거,제1종근린생활,25m이상,390.17,198.00,33000,,201910,23, ,1979
대전광역시 동구 가양동,집합,2*,흥룡로37번길,제2종일반주거,제2종근린생활,12m미만,52.5, ,6905,,201910,31, ,1978
대전광역시 동구 가양동,일반,4*,비래서로,제1종일반주거,제1종근린생활,25m미만,216.7,390.40,62500,,201911,7, ,2006
대전광역시 동구 가양동,일반,4**,-,제3종일반주거,업무,25m이상,3420.95,605.30,210000,,201912,19, ,1993
대전광역시 동구 가양동,집합,2*,흥룡로37번길,제2종일반주거,제1종근린생활,12m미만,262.26, ,20000,,201912,19, ,1978
대전광역시 동구 가양동,집합,8*,충정로,제2종일반주거,제2종근린생활,25m이상,136, ,16000,,201912,23, ,1990
대전광역시 동구 가양동,일반,4**,동대전로,제3종일반주거,제2종근린생활,25m이상,1120.95,395.50,121000,,201912,30, ,1992
대전광역시 동구 가양동,일반,5**,가양로,제3종일반주거,제1종근린생활,25m이상,39.93,93.40,17600,,201912,31, ,1970
대전광역시 동구 가양동,일반,1**,동대전로,제2종일반주거,제2종근린생활,25m이상,1159.24,326.50,67000,,202001,8, ,1991
대전광역시 동구 가양동,일반,1**,충정로,제2종일반주거,숙박,25m미만,489.7,332.10,58000,,202002,10, ,1988
대전광역시 동구 가양동,일반,5*,-,제2종일반주거,제2종근린생활,8m미만,384,376.30,32800,,202002,17, ,1984
대전광역시 동구 가양동,일반,4**,동서대로1692번길,일반상업,제2종근린생활,12m미만,239.3,138.50,38500,,202003,5, ,1981
대전광역시 동구 가양동,집합,5*,동대전로284번길,제2종일반주거,제1종근린생활,12m미만,32.46, ,5810,1,202003,13, ,1995
대전광역시 동구 가양동,집합,5*,동대전로284번길,제3종일반주거,제1종근린생활,12m미만,44.57, ,5500,,202003,17, ,1979
대전광역시 동구 가오동,집합,4**,은어송로,제3종일반주거,제2종근린생활,25m미만,28.73, ,11300,1,201905,21, ,2006
대전광역시 동구 가오동,일반,6**,은어송로52번길,일반상업,제2종근린생활,25m미만,334.59,478.70,161000,,201907,12, ,2007
대전광역시 동구 가오동,집합,5**,은어송로,제3종일반주거,제2종근린생활,25m미만,28.88, ,12300,1,201908,5, ,2007
대전광역시 동구 가오동,집합,5**,은어송로,준주거,판매,25m이상,16.05, ,14000,37,201908,6, ,2008
대전광역시 동구 가오동,집합,5**,은어송로,준주거,제2종근린생활,25m이상,16.02, ,18495,17,201908,9, ,2008
대전광역시 동구 가오동,집합,6**,은어송로,일반상업,제1종근린생활,25m이상,98.61, ,45000,2,201910,16, ,2013
대전광역시 동구 가오동,집합,6**,은어송로,준주거,제1종근린생활,25m이상,106.02, ,15000,2,201910,16, ,2007
대전광역시 동구 가오동,일반,4**,-,제2종일반주거,제2종근린생활,25m이상,232.25,407.00,78820,,201912,3, ,2009
대전광역시 동구 가오동,집합,6**,은어송로,일반상업,기타,25m이상,162.33, ,48000,2,201912,4, ,2013
대전광역시 동구 가오동,집합,5**,은어송로,준주거,판매,25m이상,14.98, ,11565,27,201912,9, ,2008
대전광역시 동구 가오동,일반,5**,은어송로51번길,일반상업,제2종근린생활,12m미만,1831.9,512.70,220000,,201912,9, ,2008
대전광역시 동구 가오동,일반,6**,은어송로51번길,준주거,제2종근린생활,25m미만,1951.48,458.80,345000,,202001,18, ,2009
대전광역시 동구 가오동,집합,6**,은어송로,일반상업,제1종근린생활,25m이상,34.44, ,56500,1,202001,23, ,2013
대전광역시 동구 가오동,일반,3**,대전로,제2종일반주거,업무,25m이상,144.89,752.00,105000,,202001,30, ,1973
대전광역시 동구 가오동,집합,5**,은어송로,준주거,판매,25m이상,5140.91, ,3130000,41,202003,13, ,2008
대전광역시 동구 구도동,일반,3**,물류로13번길,유통상업,제2종근린생활,12m미만,996.48,831.00,160000,,201906,18, ,2015
대전광역시 동구 낭월동,일반,3**,산내로1315번길,제2종일반주거,제1종근린생활,12m미만,337.5,448.90,55500,,201905,24, ,2007
대전광역시 동구 낭월동,일반,3**,산내로1315번길,제2종일반주거,제2종근린생활,12m미만,343.31,671.80,77500,,201907,9, ,2005
대전광역시 동구 낭월동,일반,5**,산내로1287번길,제2종일반주거,제1종근린생활,12m미만,989.56,493.10,168000,,201909,2, ,2005
대전광역시 동구 낭월동,일반,2**,곤룡로,제2종일반주거,제2종근린생활,25m미만,119.02,207.00,29000,,201909,11, ,2011
대전광역시 동구 낭월동,일반,3**,대전로,제2종일반주거,제2종근린생활,25m미만,165,2393.60,301000,,201910,30, ,2007
대전광역시 동구 낭월동,일반,5**,산내로1299번길,제2종일반주거,제2종근린생활,12m미만,198.56,338.40,37500,,201911,4, ,2010
대전광역시 동구 낭월동,일반,4**,산내로1287번길,제2종일반주거,제2종근린생활,12m미만,561,769.20,96000,,202001,22, ,2019
대전광역시 동구 낭월동,일반,2**,산내로,제2종일반주거,제2종근린생활,25m미만,237.87,223.50,39213,,202001,22, ,1990
