연월,시,자치구,행정동,분류,매출액
201901,대전광역시,동구,효동,건축관련업,22163814
201901,대전광역시,동구,효동,레저/스포츠,17089598
201901,대전광역시,동구,효동,문화/취미,65469612
201901,대전광역시,동구,효동,미용,406169011
201901,대전광역시,동구,효동,소매,1951915657
201901,대전광역시,동구,효동,신변잡화,212943103
201901,대전광역시,동구,효동,용역서비스,15722607
201901,대전광역시,동구,효동,유아교육기관,250119674
201901,대전광역시,동구,효동,유흥,174111133
201901,대전광역시,동구,효동,음식료품,169627578
201901,대전광역시,동구,효동,의료기관/제약,2141952607
201901,대전광역시,동구,효동,의류,93206291
201901,대전광역시,동구,효동,일반음식점,3843549236
201901,대전광역시,동구,효동,자동차정비/유지,69549323
201901,대전광역시,동구,효동,전자상거래,357681904
201901,대전광역시,동구,효동,주유,330264790
201901,대전광역시,동구,효동,학습자재,402446
201901,대전광역시,동구,효동,학원,241599889
201901,대전광역시,동구,효동,휴게음식점,720290437
201901,대전광역시,동구,판암1동,레저/스포츠,183687429
201901,대전광역시,동구,판암1동,미용,34435231
201901,대전광역시,동구,판암1동,소매,830080584
201901,대전광역시,동구,판암1동,용역서비스,9374705
201901,대전광역시,동구,판암1동,유아교육기관,35351954
201901,대전광역시,동구,판암1동,유흥,3480015
201901,대전광역시,동구,판암1동,음식료품,46301863
201901,대전광역시,동구,판암1동,의료기관/제약,348051650
201901,대전광역시,동구,판암1동,의류,15326783
201901,대전광역시,동구,판암1동,일반음식점,802784394
201901,대전광역시,동구,판암1동,자동차정비/유지,37581445
201901,대전광역시,동구,판암1동,학원,18268242
201901,대전광역시,동구,판암1동,휴게음식점,66982278
201901,대전광역시,동구,판암2동,미용,9564525
201901,대전광역시,동구,판암2동,유흥,10234041
201901,대전광역시,동구,판암2동,음식료품,12948895
201901,대전광역시,동구,판암2동,의료기관/제약,158671592
201901,대전광역시,동구,판암2동,일반음식점,94624784
201901,대전광역시,동구,판암2동,휴게음식점,33309928
201901,대전광역시,동구,용운동,레저/스포츠,3537403
201901,대전광역시,동구,용운동,미용,38483600
201901,대전광역시,동구,용운동,소매,306318539
201901,대전광역시,동구,용운동,용역서비스,2244573
201901,대전광역시,동구,용운동,유아교육기관,38110952
201901,대전광역시,동구,용운동,유흥,10837342
201901,대전광역시,동구,용운동,음식료품,157778457
201901,대전광역시,동구,용운동,의료기관/제약,244413331
201901,대전광역시,동구,용운동,일반음식점,939167885
201901,대전광역시,동구,용운동,자동차정비/유지,6278816
201901,대전광역시,동구,용운동,학원,10090573
201901,대전광역시,동구,용운동,휴게음식점,138055303
201901,대전광역시,동구,자양동,레저/스포츠,11345733
201901,대전광역시,동구,자양동,문화/취미,180119862
201901,대전광역시,동구,자양동,미용,116881065
201901,대전광역시,동구,자양동,소매,881974876
201901,대전광역시,동구,자양동,신변잡화,73806493
201901,대전광역시,동구,자양동,유아교육기관,52308311
201901,대전광역시,동구,자양동,유흥,14600615
201901,대전광역시,동구,자양동,일반음식점,1716603376
201901,대전광역시,동구,자양동,학습자재,6310379
201901,대전광역시,동구,자양동,휴게음식점,392358978
201901,대전광역시,동구,가양1동,미용,26243584
201901,대전광역시,동구,가양1동,소매,760917734
201901,대전광역시,동구,가양1동,신변잡화,68410983
201901,대전광역시,동구,가양1동,유아교육기관,215734325
201901,대전광역시,동구,가양1동,유흥,13412406
201901,대전광역시,동구,가양1동,음식료품,46248346
201901,대전광역시,동구,가양1동,의료기관/제약,427951848
201901,대전광역시,동구,가양1동,일반음식점,1960715697
201901,대전광역시,동구,가양1동,자동차정비/유지,727111870
201901,대전광역시,동구,가양1동,학원,7798766
201901,대전광역시,동구,가양1동,휴게음식점,84661713
201901,대전광역시,동구,가양2동,레저/스포츠,5868939
201901,대전광역시,동구,가양2동,문화/취미,87651510
201901,대전광역시,동구,가양2동,미용,96588455
201901,대전광역시,동구,가양2동,소매,1757521994
201901,대전광역시,동구,가양2동,신변잡화,1213223
201901,대전광역시,동구,가양2동,용역서비스,16734166
201901,대전광역시,동구,가양2동,유아교육기관,66135008
201901,대전광역시,동구,가양2동,유흥,62824211
201901,대전광역시,동구,가양2동,음식료품,312764440
201901,대전광역시,동구,가양2동,의료기관/제약,455191114
201901,대전광역시,동구,가양2동,의류,46626321
201901,대전광역시,동구,가양2동,일반음식점,1574134964
201901,대전광역시,동구,가양2동,자동차정비/유지,971167
201901,대전광역시,동구,가양2동,학원,13537481
201901,대전광역시,동구,가양2동,휴게음식점,198199977
201901,대전광역시,동구,용전동,건축관련업,3269596
201901,대전광역시,동구,용전동,기타유통,3972956
201901,대전광역시,동구,용전동,레저/스포츠,25589150
201901,대전광역시,동구,용전동,문화/취미,129099745
201901,대전광역시,동구,용전동,미용,171436833
201901,대전광역시,동구,용전동,사무기기,4305508
201901,대전광역시,동구,용전동,소매,1231976533
201901,대전광역시,동구,용전동,숙박,361495214
201901,대전광역시,동구,용전동,용역서비스,5022479
201901,대전광역시,동구,용전동,운송기구판매,15050221
201901,대전광역시,동구,용전동,유아교육기관,181737738
201901,대전광역시,동구,용전동,유흥,71834729
201901,대전광역시,동구,용전동,음식료품,104859340
201901,대전광역시,동구,용전동,의료기관/제약,280268894
201901,대전광역시,동구,용전동,일반음식점,2702788882
201901,대전광역시,동구,용전동,자동차정비/유지,138384117
201901,대전광역시,동구,용전동,휴게음식점,215408212
201901,대전광역시,동구,홍도동,건축관련업,3913362
201901,대전광역시,동구,홍도동,기타제조/도매,1770173
201901,대전광역시,동구,홍도동,레저/스포츠,516484
201901,대전광역시,동구,홍도동,미용,35271024
201901,대전광역시,동구,홍도동,소매,687059320
201901,대전광역시,동구,홍도동,신변잡화,15141378
201901,대전광역시,동구,홍도동,유아교육기관,95358310
201901,대전광역시,동구,홍도동,유흥,30709481
201901,대전광역시,동구,홍도동,음식료품,276795133
201901,대전광역시,동구,홍도동,의료기관/제약,914437004
201901,대전광역시,동구,홍도동,의류,2177769
201901,대전광역시,동구,홍도동,일반음식점,899572225
201901,대전광역시,동구,홍도동,자동차정비/유지,78753294
201901,대전광역시,동구,홍도동,휴게음식점,27877646
201901,대전광역시,동구,대청동,일반음식점,16200833
201901,대전광역시,동구,산내동,미용,20041358
201901,대전광역시,동구,산내동,소매,241054417
201901,대전광역시,동구,산내동,유아교육기관,247721185
201901,대전광역시,동구,산내동,의료기관/제약,176934801
201901,대전광역시,동구,산내동,일반음식점,797795384
201901,대전광역시,동구,산내동,자동차정비/유지,326065846
201901,대전광역시,동구,산내동,주유,892774063
201901,대전광역시,동구,산내동,학원,2942931
201901,대전광역시,동구,산내동,휴게음식점,71134533
201901,대전광역시,동구,중앙동,건축관련업,225557629
201901,대전광역시,동구,중앙동,관광여행,43751821
201901,대전광역시,동구,중앙동,기타제조/도매,28115214
201901,대전광역시,동구,중앙동,레저/스포츠,793416230
201901,대전광역시,동구,중앙동,문화/취미,428360695
201901,대전광역시,동구,중앙동,미용,1109523956
201901,대전광역시,동구,중앙동,사무기기,17067526
201901,대전광역시,동구,중앙동,소매,4976857965
201901,대전광역시,동구,중앙동,수리서비스,6220620
201901,대전광역시,동구,중앙동,숙박,53929204
201901,대전광역시,동구,중앙동,신변잡화,1156026248
201901,대전광역시,동구,중앙동,용역서비스,610286375
201901,대전광역시,동구,중앙동,유흥,67201938
201901,대전광역시,동구,중앙동,음식료품,1037972337
201901,대전광역시,동구,중앙동,의료기관/제약,1956090197
201901,대전광역시,동구,중앙동,의류,1086464366
201901,대전광역시,동구,중앙동,일반음식점,3714784831
201901,대전광역시,동구,중앙동,자동차정비/유지,47338511
201901,대전광역시,동구,중앙동,전자제품,188897152
201901,대전광역시,동구,중앙동,주방용품,27177964
201901,대전광역시,동구,중앙동,직물/침구류,361082152
201901,대전광역시,동구,중앙동,학습자재,263253487
201901,대전광역시,동구,중앙동,학원,10888843
201901,대전광역시,동구,중앙동,휴게음식점,749049049
201901,대전광역시,동구,신인동,미용,941738
201901,대전광역시,동구,신인동,소매,137746664
201901,대전광역시,동구,신인동,유아교육기관,115156875
201901,대전광역시,동구,신인동,음식료품,26735274
201901,대전광역시,동구,신인동,의료기관/제약,107784172
201901,대전광역시,동구,신인동,일반음식점,189745525
201901,대전광역시,동구,신인동,자동차정비/유지,51878717
201901,대전광역시,동구,신인동,휴게음식점,27123814
201901,대전광역시,동구,대동,미용,89145489
201901,대전광역시,동구,대동,소매,380809116
201901,대전광역시,동구,대동,유아교육기관,37751546
201901,대전광역시,동구,대동,음식료품,47208801
201901,대전광역시,동구,대동,의료기관/제약,432549883
201901,대전광역시,동구,대동,의류,247088455
201901,대전광역시,동구,대동,일반음식점,620356613
201901,대전광역시,동구,대동,자동차정비/유지,121618447
201901,대전광역시,동구,대동,학원,11183136
201901,대전광역시,동구,대동,휴게음식점,284501638
201901,대전광역시,동구,성남동,건축관련업,17192461
201901,대전광역시,동구,성남동,문화/취미,34307214
201901,대전광역시,동구,성남동,미용,370741277
201901,대전광역시,동구,성남동,사무기기,19549888
201901,대전광역시,동구,성남동,소매,1887061942
201901,대전광역시,동구,성남동,숙박,2354344
201901,대전광역시,동구,성남동,신변잡화,102141765
201901,대전광역시,동구,성남동,유아교육기관,235722489
201901,대전광역시,동구,성남동,유흥,11102353
201901,대전광역시,동구,성남동,음식료품,678055998
201901,대전광역시,동구,성남동,의료기관/제약,1278934744
201901,대전광역시,동구,성남동,의류,26747046
201901,대전광역시,동구,성남동,일반음식점,1977729838
201901,대전광역시,동구,성남동,자동차정비/유지,166245562
201901,대전광역시,동구,성남동,전자제품,3242742
201901,대전광역시,동구,성남동,휴게음식점,1098454152
201901,대전광역시,동구,삼성동,건축관련업,171181173
201901,대전광역시,동구,삼성동,기타제조/도매,41032546
201901,대전광역시,동구,삼성동,미용,56224690
201901,대전광역시,동구,삼성동,소매,322479054
201901,대전광역시,동구,삼성동,숙박,77899374
201901,대전광역시,동구,삼성동,용역서비스,73094495
201901,대전광역시,동구,삼성동,유아교육기관,42709281
201901,대전광역시,동구,삼성동,유흥,2207198
201901,대전광역시,동구,삼성동,음식료품,43594367
201901,대전광역시,동구,삼성동,의료기관/제약,56034871
201901,대전광역시,동구,삼성동,일반음식점,681028233
201901,대전광역시,동구,삼성동,자동차정비/유지,34851141
201901,대전광역시,동구,삼성동,전자제품,1397892
201901,대전광역시,동구,삼성동,학습자재,16112913
201901,대전광역시,동구,삼성동,휴게음식점,31262384
201901,대전광역시,중구,은행선화동,가례서비스,6033008
201901,대전광역시,중구,은행선화동,기타유통,116937422
201901,대전광역시,중구,은행선화동,레저/스포츠,636480628
201901,대전광역시,중구,은행선화동,문화/취미,176691715
201901,대전광역시,중구,은행선화동,미용,606240324
201901,대전광역시,중구,은행선화동,사무기기,40389516
201901,대전광역시,중구,은행선화동,소매,1855541080
201901,대전광역시,중구,은행선화동,숙박,265996784
201901,대전광역시,중구,은행선화동,신변잡화,677864781
201901,대전광역시,중구,은행선화동,용역서비스,10111247
201901,대전광역시,중구,은행선화동,유아교육기관,89528143
201901,대전광역시,중구,은행선화동,유흥,141065701
201901,대전광역시,중구,은행선화동,음식료품,43205900
201901,대전광역시,중구,은행선화동,의료기관/제약,1201606887
201901,대전광역시,중구,은행선화동,의류,3529842293
201901,대전광역시,중구,은행선화동,일반음식점,4039083109
201901,대전광역시,중구,은행선화동,자동차정비/유지,191875376
201901,대전광역시,중구,은행선화동,주방용품,11013918
201901,대전광역시,중구,은행선화동,주유,1029433755
201901,대전광역시,중구,은행선화동,직물/침구류,6695167
201901,대전광역시,중구,은행선화동,학원,444937487
201901,대전광역시,중구,은행선화동,휴게음식점,1268589827
201901,대전광역시,중구,목동,문화/취미,22408945
201901,대전광역시,중구,목동,미용,65380882
201901,대전광역시,중구,목동,소매,661583606
201901,대전광역시,중구,목동,유아교육기관,56335417
201901,대전광역시,중구,목동,음식료품,3243110
201901,대전광역시,중구,목동,의료기관/제약,267151885
201901,대전광역시,중구,목동,의류,224589750
201901,대전광역시,중구,목동,일반음식점,327214524
201901,대전광역시,중구,목동,학원,72984679
201901,대전광역시,중구,목동,휴게음식점,45563850
201901,대전광역시,중구,중촌동,건축관련업,45920533
201901,대전광역시,중구,중촌동,문화/취미,9564525
201901,대전광역시,중구,중촌동,미용,113554670
201901,대전광역시,중구,중촌동,소매,864919732
201901,대전광역시,중구,중촌동,용역서비스,9821884
201901,대전광역시,중구,중촌동,유아교육기관,216097630
201901,대전광역시,중구,중촌동,유흥,44894407
201901,대전광역시,중구,중촌동,음식료품,449385212
201901,대전광역시,중구,중촌동,의료기관/제약,174613271
201901,대전광역시,중구,중촌동,의류,19442471
201901,대전광역시,중구,중촌동,일반음식점,1450107728
201901,대전광역시,중구,중촌동,자동차정비/유지,22832668
201901,대전광역시,중구,중촌동,주유,351228543
201901,대전광역시,중구,중촌동,휴게음식점,100400285
201901,대전광역시,중구,대흥동,가구,18311650
201901,대전광역시,중구,대흥동,건축관련업,85342339
201901,대전광역시,중구,대흥동,레저/스포츠,90030869
201901,대전광역시,중구,대흥동,문화/취미,259473779
201901,대전광역시,중구,대흥동,미용,425242204
201901,대전광역시,중구,대흥동,소매,1969108170
201901,대전광역시,중구,대흥동,숙박,392344918
201901,대전광역시,중구,대흥동,신변잡화,19732350
201901,대전광역시,중구,대흥동,용역서비스,19443207
201901,대전광역시,중구,대흥동,운송기구판매,29517594
201901,대전광역시,중구,대흥동,유아교육기관,37647440
201901,대전광역시,중구,대흥동,유흥,396037899
201901,대전광역시,중구,대흥동,의료기관/제약,940420764
201901,대전광역시,중구,대흥동,의류,145147031
201901,대전광역시,중구,대흥동,일반음식점,10611735191
201901,대전광역시,중구,대흥동,자동차정비/유지,241890283
201901,대전광역시,중구,대흥동,전자제품,5131735
201901,대전광역시,중구,대흥동,주방용품,6505348
201901,대전광역시,중구,대흥동,직물/침구류,3126864
201901,대전광역시,중구,대흥동,학습자재,71688686
201901,대전광역시,중구,대흥동,학원,215035453
201901,대전광역시,중구,대흥동,휴게음식점,5983625909
201901,대전광역시,중구,문창동,건축관련업,50145257
201901,대전광역시,중구,문창동,기타유통,6040365
201901,대전광역시,중구,문창동,기타제조/도매,28499340
201901,대전광역시,중구,문창동,미용,323722
201901,대전광역시,중구,문창동,소매,528579696
201901,대전광역시,중구,문창동,숙박,19099620
201901,대전광역시,중구,문창동,음식료품,458110486
201901,대전광역시,중구,문창동,의료기관/제약,42685833
201901,대전광역시,중구,문창동,의류,8950188
201901,대전광역시,중구,문창동,일반음식점,781383418
201901,대전광역시,중구,문창동,자동차정비/유지,225116550
201901,대전광역시,중구,문창동,전자제품,8888386
201901,대전광역시,중구,문창동,휴게음식점,3457943
201901,대전광역시,중구,석교동,미용,19287232
201901,대전광역시,중구,석교동,소매,16305381
201901,대전광역시,중구,석교동,유아교육기관,93838727
201901,대전광역시,중구,석교동,음식료품,2516206
201901,대전광역시,중구,석교동,의료기관/제약,54642129
201901,대전광역시,중구,석교동,일반음식점,202093989
201901,대전광역시,중구,석교동,자동차정비/유지,41350382
201901,대전광역시,중구,대사동,소매,77574989
201901,대전광역시,중구,대사동,유흥,706303
201901,대전광역시,중구,대사동,의료기관/제약,169669221
201901,대전광역시,중구,대사동,일반음식점,535370655
201901,대전광역시,중구,대사동,회비,853450
201901,대전광역시,중구,대사동,휴게음식점,55358261
201901,대전광역시,중구,부사동,레저/스포츠,60824122
201901,대전광역시,중구,부사동,미용,88588392
201901,대전광역시,중구,부사동,소매,225548484
201901,대전광역시,중구,부사동,신변잡화,38476611
201901,대전광역시,중구,부사동,유아교육기관,45872931
201901,대전광역시,중구,부사동,유흥,130198562
201901,대전광역시,중구,부사동,음식료품,432831448
201901,대전광역시,중구,부사동,의료기관/제약,323294246
201901,대전광역시,중구,부사동,의류,33077804
201901,대전광역시,중구,부사동,일반음식점,789415691
201901,대전광역시,중구,부사동,자동차정비/유지,174135640
201901,대전광역시,중구,부사동,휴게음식점,82845484
201901,대전광역시,중구,용두동,가구,14303379
201901,대전광역시,중구,용두동,미용,74360500
201901,대전광역시,중구,용두동,소매,112576661
201901,대전광역시,중구,용두동,용역서비스,8555761
201901,대전광역시,중구,용두동,유아교육기관,172908578
201901,대전광역시,중구,용두동,음식료품,51471121
201901,대전광역시,중구,용두동,의료기관/제약,82572012
201901,대전광역시,중구,용두동,일반음식점,551371420
201901,대전광역시,중구,용두동,자동차정비/유지,133322115
201901,대전광역시,중구,용두동,학원,45026839
201901,대전광역시,중구,용두동,휴게음식점,101943117
201901,대전광역시,중구,오류동,가구,32887250
201901,대전광역시,중구,오류동,건축관련업,37161121
201901,대전광역시,중구,오류동,레저/스포츠,134786223
201901,대전광역시,중구,오류동,문화/취미,184613790
201901,대전광역시,중구,오류동,미용,411098714
201901,대전광역시,중구,오류동,소매,1266861989
201901,대전광역시,중구,오류동,숙박,54532504
201901,대전광역시,중구,오류동,신변잡화,12948895
201901,대전광역시,중구,오류동,용역서비스,37721602
201901,대전광역시,중구,오류동,유아교육기관,73845487
201901,대전광역시,중구,오류동,유흥,222960103
201901,대전광역시,중구,오류동,음식료품,295726564
201901,대전광역시,중구,오류동,의료기관/제약,2454023905
201901,대전광역시,중구,오류동,일반음식점,4494522554
201901,대전광역시,중구,오류동,자동차정비/유지,174934271
201901,대전광역시,중구,오류동,주유,1437239830
201901,대전광역시,중구,오류동,직물/침구류,14626365
201901,대전광역시,중구,오류동,학원,44180746
201901,대전광역시,중구,오류동,휴게음식점,1076086482
201901,대전광역시,중구,태평1동,건축관련업,18008447
201901,대전광역시,중구,태평1동,레저/스포츠,4577729
201901,대전광역시,중구,태평1동,미용,62666544
201901,대전광역시,중구,태평1동,소매,713816357
201901,대전광역시,중구,태평1동,신변잡화,29392520
201901,대전광역시,중구,태평1동,용역서비스,17492632
201901,대전광역시,중구,태평1동,유아교육기관,67687404
201901,대전광역시,중구,태평1동,유흥,69946104
201901,대전광역시,중구,태평1동,음식료품,527055184
201901,대전광역시,중구,태평1동,의료기관/제약,440112810
201901,대전광역시,중구,태평1동,의류,33278659
201901,대전광역시,중구,태평1동,일반음식점,1358504988
201901,대전광역시,중구,태평1동,자동차정비/유지,190102282
201901,대전광역시,중구,태평1동,학원,23057861
201901,대전광역시,중구,태평1동,휴게음식점,144032175
201901,대전광역시,중구,태평2동,레저/스포츠,23473918
201901,대전광역시,중구,태평2동,미용,253087325
201901,대전광역시,중구,태평2동,소매,856746478
201901,대전광역시,중구,태평2동,신변잡화,57707191
201901,대전광역시,중구,태평2동,유아교육기관,100846875
201901,대전광역시,중구,태평2동,유흥,84234032
201901,대전광역시,중구,태평2동,의료기관/제약,280649857
201901,대전광역시,중구,태평2동,의류,20932330
201901,대전광역시,중구,태평2동,일반음식점,1403426963
201901,대전광역시,중구,태평2동,자동차정비/유지,22305207
201901,대전광역시,중구,태평2동,학원,13883275
201901,대전광역시,중구,태평2동,휴게음식점,256293280
201901,대전광역시,중구,유천1동,레저/스포츠,15709437
201901,대전광역시,중구,유천1동,미용,60456624
201901,대전광역시,중구,유천1동,소매,273203286
201901,대전광역시,중구,유천1동,숙박,144027025
201901,대전광역시,중구,유천1동,유아교육기관,5547424
201901,대전광역시,중구,유천1동,유흥,79150119
201901,대전광역시,중구,유천1동,음식료품,35583710
201901,대전광역시,중구,유천1동,의료기관/제약,276537332
201901,대전광역시,중구,유천1동,의류,55568490
201901,대전광역시,중구,유천1동,일반음식점,946516508
201901,대전광역시,중구,유천1동,자동차정비/유지,2667914
201901,대전광역시,중구,유천1동,학원,58704109
201901,대전광역시,중구,유천1동,휴게음식점,283450894
201901,대전광역시,중구,유천2동,건축관련업,3456031
201901,대전광역시,중구,유천2동,레저/스포츠,15612983
201901,대전광역시,중구,유천2동,문화/취미,61009748
201901,대전광역시,중구,유천2동,미용,83777878
201901,대전광역시,중구,유천2동,소매,585327344
201901,대전광역시,중구,유천2동,숙박,9579239
201901,대전광역시,중구,유천2동,유아교육기관,281856605
201901,대전광역시,중구,유천2동,유흥,23057861
201901,대전광역시,중구,유천2동,음식료품,195574662
201901,대전광역시,중구,유천2동,의료기관/제약,752526460
201901,대전광역시,중구,유천2동,일반음식점,1930843340
201901,대전광역시,중구,유천2동,자동차정비/유지,123855810
201901,대전광역시,중구,유천2동,학원,13140185
201901,대전광역시,중구,유천2동,휴게음식점,209954431
201901,대전광역시,중구,문화1동,가구,437282704
201901,대전광역시,중구,문화1동,대형유통,11021050416
201901,대전광역시,중구,문화1동,미용,46520376
201901,대전광역시,중구,문화1동,소매,1212531340
201901,대전광역시,중구,문화1동,숙박,28296278
201901,대전광역시,중구,문화1동,유아교육기관,35786036
201901,대전광역시,중구,문화1동,유흥,4841121
201901,대전광역시,중구,문화1동,음식료품,198373977
201901,대전광역시,중구,문화1동,의료기관/제약,2169305786
201901,대전광역시,중구,문화1동,의류,17211730
201901,대전광역시,중구,문화1동,일반음식점,1813392649
201901,대전광역시,중구,문화1동,자동차정비/유지,9098070
201901,대전광역시,중구,문화1동,학원,219573525
201901,대전광역시,중구,문화1동,휴게음식점,435417953
201901,대전광역시,중구,문화2동,건축관련업,18011398
201901,대전광역시,중구,문화2동,미용,28759790
201901,대전광역시,중구,문화2동,소매,456908446
201901,대전광역시,중구,문화2동,용역서비스,413482
201901,대전광역시,중구,문화2동,유아교육기관,74213353
201901,대전광역시,중구,문화2동,음식료품,130422813
201901,대전광역시,중구,문화2동,의료기관/제약,161873765
201901,대전광역시,중구,문화2동,의류,360509
201901,대전광역시,중구,문화2동,일반음식점,770202098
201901,대전광역시,중구,문화2동,자동차정비/유지,104315119
201901,대전광역시,중구,문화2동,학원,55845787
201901,대전광역시,중구,문화2동,휴게음식점,34101944
201901,대전광역시,중구,산성동,건축관련업,53051107
201901,대전광역시,중구,산성동,레저/스포츠,4350387
201901,대전광역시,중구,산성동,미용,41796972
201901,대전광역시,중구,산성동,소매,722796636
201901,대전광역시,중구,산성동,숙박,14582221
201901,대전광역시,중구,산성동,유아교육기관,190598902
201901,대전광역시,중구,산성동,유흥,63508443
201901,대전광역시,중구,산성동,음식료품,446464942
201901,대전광역시,중구,산성동,의료기관/제약,607673384
201901,대전광역시,중구,산성동,일반음식점,1747165512
201901,대전광역시,중구,산성동,자동차정비/유지,322170414
201901,대전광역시,중구,산성동,전자제품,224635366
201901,대전광역시,중구,산성동,주유,1694861843
201901,대전광역시,중구,산성동,휴게음식점,70559337
201901,대전광역시,서구,복수동,레저/스포츠,2213820
201901,대전광역시,서구,복수동,문화/취미,65501543
201901,대전광역시,서구,복수동,미용,172274818
201901,대전광역시,서구,복수동,소매,1639145552
201901,대전광역시,서구,복수동,용역서비스,14551468
201901,대전광역시,서구,복수동,유아교육기관,291041124
201901,대전광역시,서구,복수동,유흥,51560145
201901,대전광역시,서구,복수동,음식료품,106485530
201901,대전광역시,서구,복수동,의료기관/제약,216264200
201901,대전광역시,서구,복수동,의류,2486776
201901,대전광역시,서구,복수동,일반음식점,1703809316
201901,대전광역시,서구,복수동,자동차정비/유지,15063023
201901,대전광역시,서구,복수동,학습자재,416425
201901,대전광역시,서구,복수동,학원,180982876
201901,대전광역시,서구,복수동,휴게음식점,407324847
201901,대전광역시,서구,도마1동,건축관련업,28982937
201901,대전광역시,서구,도마1동,기타제조/도매,42183968
201901,대전광역시,서구,도마1동,레저/스포츠,377861992
201901,대전광역시,서구,도마1동,미용,220876140
201901,대전광역시,서구,도마1동,소매,767271388
201901,대전광역시,서구,도마1동,숙박,37993234
201901,대전광역시,서구,도마1동,신변잡화,670289023
201901,대전광역시,서구,도마1동,유아교육기관,82887641
201901,대전광역시,서구,도마1동,유흥,25886753
201901,대전광역시,서구,도마1동,음식료품,1205024203
201901,대전광역시,서구,도마1동,의료기관/제약,1589619672
201901,대전광역시,서구,도마1동,의류,1307187540
201901,대전광역시,서구,도마1동,일반음식점,1523280122
201901,대전광역시,서구,도마1동,자동차정비/유지,489040231
201901,대전광역시,서구,도마1동,전자제품,2558142
201901,대전광역시,서구,도마1동,직물/침구류,14501291
201901,대전광역시,서구,도마1동,휴게음식점,161682622
201901,대전광역시,서구,도마2동,레저/스포츠,29083512
201901,대전광역시,서구,도마2동,문화/취미,127154468
201901,대전광역시,서구,도마2동,미용,168090338
201901,대전광역시,서구,도마2동,소매,624378488
201901,대전광역시,서구,도마2동,신변잡화,26418688
201901,대전광역시,서구,도마2동,용역서비스,61672716
201901,대전광역시,서구,도마2동,유아교육기관,105857509
201901,대전광역시,서구,도마2동,유흥,5860846
201901,대전광역시,서구,도마2동,음식료품,198978823
201901,대전광역시,서구,도마2동,의료기관/제약,512730543
201901,대전광역시,서구,도마2동,의류,717339
201901,대전광역시,서구,도마2동,일반음식점,1631300288
201901,대전광역시,서구,도마2동,자동차정비/유지,11519734
201901,대전광역시,서구,도마2동,주유,597073536
201901,대전광역시,서구,도마2동,휴게음식점,92614762
201901,대전광역시,서구,정림동,건축관련업,1331676
201901,대전광역시,서구,정림동,레저/스포츠,2307993
201901,대전광역시,서구,정림동,문화/취미,26869692
201901,대전광역시,서구,정림동,미용,104282673
201901,대전광역시,서구,정림동,소매,739155652
201901,대전광역시,서구,정림동,신변잡화,15774108
201901,대전광역시,서구,정림동,용역서비스,264864
201901,대전광역시,서구,정림동,유아교육기관,166297652
201901,대전광역시,서구,정림동,유흥,43312581
201901,대전광역시,서구,정림동,음식료품,148090991
201901,대전광역시,서구,정림동,의료기관/제약,278769030
201901,대전광역시,서구,정림동,일반음식점,1120562293
201901,대전광역시,서구,정림동,자동차정비/유지,229915910
201901,대전광역시,서구,정림동,주유,1107580026
201901,대전광역시,서구,정림동,학원,4782262
201901,대전광역시,서구,정림동,휴게음식점,50651515
201901,대전광역시,서구,변동,건축관련업,28362273
201901,대전광역시,서구,변동,미용,12599422
201901,대전광역시,서구,변동,소매,711759249
201901,대전광역시,서구,변동,유아교육기관,52862391
201901,대전광역시,서구,변동,유흥,10241399
201901,대전광역시,서구,변동,음식료품,95866848
201901,대전광역시,서구,변동,의료기관/제약,175932145
201901,대전광역시,서구,변동,일반음식점,931862060
201901,대전광역시,서구,변동,자동차정비/유지,233136514
201901,대전광역시,서구,변동,전자제품,581229
201901,대전광역시,서구,변동,휴게음식점,21985163
201901,대전광역시,서구,용문동,건축관련업,10287904
201901,대전광역시,서구,용문동,기타유통,507656
201901,대전광역시,서구,용문동,레저/스포츠,69161813
201901,대전광역시,서구,용문동,문화/취미,393276327
201901,대전광역시,서구,용문동,미용,724562461
201901,대전광역시,서구,용문동,사무기기,602166425
201901,대전광역시,서구,용문동,소매,1909215684
201901,대전광역시,서구,용문동,숙박,330185044
201901,대전광역시,서구,용문동,신변잡화,70132980
201901,대전광역시,서구,용문동,용역서비스,10932987
201901,대전광역시,서구,용문동,유아교육기관,150545616
201901,대전광역시,서구,용문동,유흥,144350747
201901,대전광역시,서구,용문동,음식료품,461392222
201901,대전광역시,서구,용문동,의료기관/제약,2296179034
201901,대전광역시,서구,용문동,의류,11690792
201901,대전광역시,서구,용문동,일반음식점,2918924527
201901,대전광역시,서구,용문동,자동차정비/유지,556189682
201901,대전광역시,서구,용문동,전자제품,39692041
201901,대전광역시,서구,용문동,주방용품,669517
201901,대전광역시,서구,용문동,휴게음식점,838104741
201901,대전광역시,서구,탄방동,건축관련업,38292310
201901,대전광역시,서구,탄방동,기타제조/도매,46372494
201901,대전광역시,서구,탄방동,레저/스포츠,1070624329
201901,대전광역시,서구,탄방동,문화/취미,194625419
201901,대전광역시,서구,탄방동,미용,2055947078
201901,대전광역시,서구,탄방동,사무기기,13627976
201901,대전광역시,서구,탄방동,소매,3412173781
201901,대전광역시,서구,탄방동,숙박,234065987
201901,대전광역시,서구,탄방동,신변잡화,328850425
201901,대전광역시,서구,탄방동,악기,106703307
201901,대전광역시,서구,탄방동,요금,14964862849
